index,Accession,Chromosome,End,Start,Strand,MURK_gene,Δm,scaled Δm,gene_count_corr,means,dispersions,dispersions_norm,highly_variable,velocity_gamma,velocity_r2,scaling,velocity_genes,fit_vars,fit_varu,fit_gamma,fit_beta,fit_offset,fit_a,fit_t,fit_h,fit_intercept,fit_loss,fit_llf,fit_sr2,fit_ur2
Tpr,ENSMUSG00000006005,1,150449935,150392838,+,False,,,0.0415,1.5735071,0.527086,0.15928115773482293,True,0.03271403,-0.28578412532806396,0.06452095,False,0.65179634,0.036667094,0.03271403,15.498842,0.0,1.0,0.5,7.168207,0.0,16.653265,-2074.4438,-9.463756,-16.591665
Ivns1abp,ENSMUSG00000023150,1,151364422,151344477,+,False,,,0.0073,0.8148834,0.3298256,0.42444966678032836,True,0.009008069,-0.0395585298538208,0.044771045,False,0.14506555,0.0028803921,0.009008067,22.335865,0.0,1.0,0.5,2.980369,0.0,1.8673362,13311.518,-13.157094,-8.733032
Edem3,ENSMUSG00000043019,1,151822051,151755371,+,False,,,-0.0077,0.02812005,0.21111472,-0.0016631593457881572,True,0.70390505,-0.8156969547271729,1.2478514,False,0.00080430135,0.020190798,0.7039051,0.8013775,0.0,1.0,0.5,0.2667563,0.0,0.024724646,774.7168,-62.702057,-27.810226
Arpc5,ENSMUSG00000008475,1,152775597,152766542,+,False,,,0.0,1.2114563,0.35001394,0.16657213057145095,True,0.0039121937,0.004143416881561279,0.022130717,False,0.58079624,0.0029392736,0.0039121946,45.186066,0.0,1.0,0.5,6.46451,0.0,7.631139,13349.113,-28.45863,-13.734743
Glul,ENSMUSG00000026473,1,153909723,153899944,+,False,,,-0.0211,0.762735,0.3141737,0.3303307216817676,True,0.016843505,-0.017599821090698242,0.07989655,False,0.054395676,0.005749511,0.016843503,12.516186,0.0,1.0,0.5,2.4955018,0.0,1.1986529,9765.66,-17.865536,-12.875845
Abl2,ENSMUSG00000026596,1,156649568,156558786,+,False,,,-0.0037,0.09035478,0.22515777,0.054921064067289624,True,0.97223073,-0.9016358852386475,1.0016681,False,0.0033596829,0.026287023,0.97223073,0.9983347,0.0,1.0,0.5,0.39946294,0.0,0.062141232,-2802.3857,-19.97638,-13.206062
2810025M15Rik,ENSMUSG00000049881,1,157420236,157412352,+,False,,,0.0775,0.86203676,0.43029106,1.0285740809132806,True,0.0014493864,-0.01208484172821045,0.011495616,False,0.39074516,0.00061751617,0.0014493865,86.989685,0.0,1.0,0.5,5.4332414,0.0,5.5251584,21443.504,-39.671787,-13.932848
Rc3h1,ENSMUSG00000040423,1,160974978,160906418,+,False,,,-0.0197,0.11303304,0.26563302,0.21800962892932538,True,1.4532223,-2.0136301517486572,1.1541715,False,0.0043917596,0.10955644,1.4532222,0.8664224,0.0,1.0,0.5,0.67225045,0.0,0.49020725,-27418.492,-53.041027,-92.49699
Gas5,ENSMUSG00000053332,1,161038539,161034422,+,False,,,-0.0493,2.1874702,0.6479472,0.10764909456367842,True,0.03495629,-0.35896921157836914,0.08486694,False,0.8474283,0.17469478,0.034956295,11.783152,0.0,1.0,0.5,11.591129,0.0,44.665714,-9494.349,-7.3042126,-32.167953
Creg1,ENSMUSG00000040713,1,165775308,165763746,+,True,0.0050612288458119,0.07575063,-0.0339,1.3034027,0.48157078,0.4696422241848234,True,0.001725461,0.0442582368850708,0.012051468,False,1.4540081,0.0010447043,0.0017254613,82.97745,0.0,1.0,0.5,6.021149,0.0,8.518423,18854.066,-9.758483,-7.376486
Pfdn2,ENSMUSG00000006412,1,171359254,171345670,+,False,,,0.005,2.0347562,0.5975311,0.2886178744910034,True,0.0058200937,-0.0500795841217041,0.02054025,False,1.60639,0.008037328,0.0058200923,48.6849,0.0,1.0,0.5,10.852602,0.0,30.331572,6839.0537,-5.278179,-11.098276
F11r,ENSMUSG00000038235,1,171464603,171437535,+,False,,,0.0388,0.12202036,0.49192983,1.1298366201739753,True,0.041018814,0.03886967897415161,0.08197598,True,0.028144505,0.00026838743,5.5777893,35.827366,-0.010996766,2.8868356,-0.42790458,1.5413989,0.007859282,0.039938245,26427.879,0.40703398,0.15904367
Tagln2,ENSMUSG00000026547,1,172507380,172500047,+,False,,,0.0758,1.1548686,1.1890857,4.09915315731944,True,0.020070326,0.4478920102119446,0.030432971,True,0.83049977,0.0016860855,5.0042977,135.41208,0.00086735946,1.7287027,-0.42777932,10.439416,0.011274779,1.8205256,17409.137,0.7134301,0.37184066
Exo1,ENSMUSG00000039748,1,175913489,175880581,+,False,,,-0.0036,0.4255005,0.25202012,0.12745472908709166,True,0.06259936,-0.10026538372039795,0.15252078,False,0.03570354,0.0103717325,0.06259937,6.5564837,0.0,1.0,0.5,1.6791112,0.0,0.58357984,6977.938,-25.208609,-11.823128
Parp1,ENSMUSG00000026496,1,180601254,180568924,+,False,,,0.029,0.36977273,0.29458687,0.39026238435414556,True,0.52312785,-0.4352853298187256,0.48621148,False,0.03846836,0.059582047,0.52312785,2.056718,0.0,1.0,0.5,1.4283468,0.0,0.25323963,-109.17432,-16.947447,-4.050992
Sde2,ENSMUSG00000038806,1,180868113,180851127,+,False,,,0.0328,0.87990165,0.26631472,0.042542420523099866,True,0.012501502,0.033692359924316406,0.06998251,True,0.08474068,0.0004528698,0.020744227,233.87585,-0.41643578,1.992698,0.4484579,2.0319853,0.020790817,0.09246862,23860.406,0.14877015,0.07119286
Pycr2,ENSMUSG00000026520,1,180908088,180904293,+,False,,,0.0094,1.5407085,0.35015604,-0.015931538943654688,True,0.0009485736,0.010478377342224121,0.013972883,False,0.51673794,0.001092022,0.00094857346,71.56719,0.0,1.0,0.5,5.7562447,0.0,6.620535,18639.516,-8.031276,-14.38827
Slc30a10,ENSMUSG00000026614,1,185468762,185454848,+,True,-0.0058234027002379,0.06890459,-0.0408,0.21549276,0.21469763,0.012773604152335794,True,0.124377556,0.09515136480331421,0.25075123,True,0.008457126,0.0010275576,6.0410514,45.17729,-0.11454998,0.41507086,2.3354738,1.2546031,-0.010383501,0.016342558,19839.52,0.5814963,0.19134277
Tmem206,ENSMUSG00000026627,1,191350914,191325912,+,False,,,-0.0052,0.08163614,0.22377127,0.04933440975363602,True,0.09296196,-0.10757720470428467,0.32297638,False,0.0029318929,0.0032953403,0.09296197,3.0962017,0.0,1.0,0.5,0.44851908,0.0,0.03461841,13650.338,-38.224022,-9.770401
Lpgat1,ENSMUSG00000026623,1,191784255,191717834,+,False,,,0.0411,0.066501945,0.2510505,0.15925171028897075,True,0.17767578,0.023411154747009277,0.30615073,True,0.0032186438,0.0005476658,5.4452124,24.111113,-0.11440413,0.38234186,-1.3223293,0.7049103,0.013943568,0.0058431225,22927.686,0.538463,0.16266733
Cd34,ENSMUSG00000016494,1,194961279,194938819,+,False,,,0.035,0.06722707,1.7133,6.05115298378122,True,0.0100852195,0.3249063491821289,0.017205734,True,0.12569822,2.9213315e-05,10.177403,99.92688,-0.027956007,9.318377,-0.22182113,3.484778,0.003223527,0.098681346,37311.76,0.14725983,0.34391427
Fbxo5,ENSMUSG00000019773,10,5805600,5799160,-,False,,,-0.0215,0.94380486,0.5126381,0.9287627333252334,True,0.0073753977,0.021487951278686523,0.02939218,False,0.3421626,0.0020967624,0.0073753973,34.022655,0.0,1.0,0.5,3.8356194,0.0,3.2460082,14683.609,-10.533617,-6.888505
Magi1,ENSMUSG00000015202,10,7212237,7119063,-,False,,,0.0031,0.05384647,0.22158355,0.04051930496983695,True,0.32781833,-0.30545902252197266,0.6483545,False,0.0017206967,0.008111645,0.32781833,1.5423661,0.0,1.0,0.5,0.35848442,0.0,0.019746713,9585.616,-46.216145,-9.691562
Tab2,ENSMUSG00000015755,10,7956230,7905653,-,False,,,0.0243,0.23162392,0.27654576,0.2619808001066969,True,0.19073555,0.0196189284324646,0.28894868,True,0.010501485,0.0015881778,3.6103787,15.719266,-0.09563842,0.4132449,-1.0882493,1.09419,0.027365714,0.019022068,17702.78,0.5439844,0.17424816
Utrn,ENSMUSG00000019820,10,12869365,12382188,-,False,,,-0.0063,0.033991303,0.2823876,0.28551960840715856,True,1.1744101,-0.21673870086669922,1.4854139,False,0.00210765,0.070390195,1.1744101,0.673213,0.0,1.0,0.5,0.47703275,0.0,0.21028256,-28344.27,-95.961815,-110.32154
Abracl,ENSMUSG00000078453,10,18023288,18011260,-,False,,,0.0178,0.88090485,0.42282814,0.9836976425929154,True,0.010336519,0.1121673583984375,0.03659205,True,0.10828185,0.00037760544,1.5503632,74.19921,-0.34269127,0.572559,-0.5732684,3.6680958,0.014262142,0.28201577,24752.271,0.66509616,0.12771583
Myb,ENSMUSG00000019982,10,21160984,21124935,-,False,,,0.014,0.14855652,0.38569883,0.7017956637849629,True,0.029978933,0.09664678573608398,0.08005852,True,0.008297333,0.00014862369,6.080021,163.93962,-0.22026841,0.47699296,-1.0467793,1.2929294,0.0029778415,0.023188513,29328.277,0.6724752,0.0881201
Tbpl1,ENSMUSG00000071359,10,22731938,22703879,-,False,,,-0.0118,0.8653779,0.27719787,0.10798559859203521,True,0.021561593,-0.03451824188232422,0.07674838,False,0.09945428,0.006814886,0.021561595,13.029592,0.0,1.0,0.5,2.753239,0.0,1.6748953,8357.99,-10.845135,-10.623467
Rps12,ENSMUSG00000061983,10,23787275,23785183,-,False,,,0.0509,3.417879,1.5556118,1.0546932439815182,True,0.0011852896,0.015106439590454102,0.0051357844,False,18.51297,0.009374719,0.0011852896,194.71222,0.0,1.0,0.5,47.365868,0.0,530.1593,6577.177,-7.923008,-16.929832
Rspo3,ENSMUSG00000019880,10,29535867,29452416,-,False,,,0.0797,0.3631689,1.561801,8.214058736609756,True,0.070054755,0.8501121997833252,0.0755333,True,0.68903077,0.0038958641,9.6638775,81.55822,-0.14640722,6.1798196,-0.07362903,3.7447426,0.017292725,0.6828531,13299.139,0.38231272,0.38858467
Tpd52l1,ENSMUSG00000000296,10,31445958,31332376,-,False,,,0.0296,0.04059698,0.23240137,0.08410800953953082,True,2.4837227,-3.8821754455566406,2.1050746,False,0.0018776581,0.15831137,2.4837227,0.47504255,0.0,1.0,0.5,0.38428113,0.0,0.59476495,-81675.15,-58.268543,-318.96906
Marcks,ENSMUSG00000069662,10,37138920,37133375,-,False,,,0.0902,0.22903776,0.6050821,1.5857656366154658,True,0.06939836,0.5979385077953339,0.09329448,True,0.08206023,0.0008797197,5.5883565,31.312971,-0.0042316075,2.8617642,-0.36412644,2.1611047,0.006196033,0.101072356,20601.832,0.4147126,0.27907646
Amd1,ENSMUSG00000075232,10,40302186,40287458,-,False,,,-0.0115,0.58843285,0.25036973,0.11726518083761035,True,0.069952086,-0.018931984901428223,0.1849568,False,0.04252267,0.015333796,0.069952086,5.4066677,0.0,1.0,0.5,1.7564139,0.0,0.63848346,4492.279,-13.770122,-10.372668
Lin28b,ENSMUSG00000063804,10,45486395,45376620,-,False,,,-0.0196,0.27522546,0.21939644,0.03170672194389071,True,0.7904647,0.013709306716918945,0.8916443,True,0.020544188,0.010129147,29.138166,41.051258,-0.44119835,1.4420701,0.35881943,0.8518427,0.05826693,0.0127405925,8610.018,-0.0695169,0.33728242
Mcm9,ENSMUSG00000058298,10,53630439,53536315,-,False,,,-0.0092,0.027297836,0.23776008,0.10570008081946944,True,1.0637988,-0.9834108352661133,1.5317243,False,0.0007960573,0.026404679,1.0637988,0.652859,0.0,1.0,0.5,0.24299982,0.0,0.041699067,-9367.535,-53.812424,-49.80966
H2afy2,ENSMUSG00000020086,10,61784147,61738665,-,False,,,0.0303,0.18841323,0.62958604,1.6845003820780329,True,0.006425005,-0.10483670234680176,0.028249692,False,0.09676242,0.000502425,0.006425005,35.398617,0.0,1.0,0.5,2.0214,0.0,0.78286606,22155.857,-30.79056,-7.023617
Hk1,ENSMUSG00000037012,10,62379908,62268855,-,False,,,-0.0084,0.3681893,0.22841907,-0.018258497279502336,True,0.1260289,-0.24165451526641846,0.26327044,False,0.025098383,0.021557126,0.12602891,3.7983756,0.0,1.0,0.5,1.1997634,0.0,0.38043442,3808.141,-14.908788,-10.36971
Srgn,ENSMUSG00000020077,10,62527451,62493833,-,False,,,-0.0444,0.021129943,2.5241702,9.318424595150057,True,0.044184636,0.8236514329910278,0.048817262,True,0.02166134,4.850379e-05,8.100652,50.15705,-0.0016301036,2.545642,-0.88905066,1.9700011,0.00021126417,0.020353056,34823.58,-0.02870202,0.033805847
Ddx21,ENSMUSG00000020075,10,62602281,62580251,-,False,,,0.0193,1.2960929,0.4555263,0.37340857565174684,True,0.018275075,0.13425618410110474,0.043095786,True,0.29399285,0.0012343612,13.02247,964.58636,-0.7854337,4.5766525,0.46764153,4.2838087,0.015870081,0.6646198,18939.629,0.6140468,0.12750328
Tet1,ENSMUSG00000047146,10,62908996,62804570,-,False,,,0.0052,0.058865175,0.26646897,0.22137797691844868,True,0.20888741,0.1080288290977478,0.3548452,True,0.0022094557,0.00039670465,2.8799002,7.2822437,-0.09814063,0.2932261,-1.4261512,0.50974476,0.017821448,0.0031505718,24510.223,0.48293138,0.26305217
Hnrnph3,ENSMUSG00000020069,10,63024217,63014664,-,False,,,0.0503,0.66471875,0.28531379,0.1567886849434113,True,0.31426665,-1.8241198062896729,0.26586434,False,0.13549542,0.10025206,0.31426668,3.7613168,0.0,1.0,0.5,2.7610066,0.0,2.1633892,-5217.319,-18.47653,-12.90597
Sirt1,ENSMUSG00000020063,10,63381704,63319005,-,False,,,-0.0055,0.105788045,0.22718412,0.06308591557618307,True,0.24677473,-0.1836400032043457,0.49473593,False,0.003760025,0.0092734285,0.24677473,2.0212803,0.0,1.0,0.5,0.50367475,0.0,0.038361873,8981.699,-29.307863,-7.0950527
Cdk1,ENSMUSG00000019942,10,69352938,69335146,-,False,,,0.2424,1.5836498,0.7304911,0.6663088339381686,True,0.02039745,-0.22762179374694824,0.03175143,False,2.3241787,0.013603645,0.02039745,31.494642,0.0,1.0,0.5,8.862533,0.0,28.027143,1876.998,-8.41988,-10.276673
Tfam,ENSMUSG00000003923,10,71238280,71225464,-,False,,,0.0267,0.9062505,0.27507254,0.09520548916373434,True,0.02105359,-0.004502415657043457,0.066379584,False,0.14371967,0.0054232692,0.021053592,15.064873,0.0,1.0,0.5,2.90842,0.0,1.9132733,8954.718,-7.851101,-8.153055
Ube2d1,ENSMUSG00000019927,10,71285262,71254980,-,False,,,0.057,0.23418646,0.28536415,0.2975130887551685,True,0.010355809,-0.047155022621154785,0.051037073,False,0.03628564,0.0007141437,0.01035581,19.5936,0.0,1.0,0.5,1.2842562,0.0,0.33193046,20591.178,-23.166258,-7.2143
Mif,ENSMUSG00000033307,10,75860240,75859353,-,False,,,0.0668,3.6098347,1.3068094,0.47248838686076333,True,0.0005484875,0.033838868141174316,0.0029463714,False,45.47744,0.0027687412,0.0005484875,339.4005,0.0,1.0,0.5,47.77292,0.0,490.54492,12334.668,-0.98503137,-6.0037413
Pcnt,ENSMUSG00000001151,10,76442786,76351263,-,False,,,0.0168,0.20892316,0.23860228,0.1090935863452673,True,0.29789004,-0.4581913948059082,0.43615276,False,0.010694027,0.02902855,0.29789004,2.2927747,0.0,1.0,0.5,0.9847692,0.0,0.15495053,3367.4297,-35.32685,-9.8171425
Col18a1,ENSMUSG00000001435,10,77166548,77052178,-,False,,,0.0433,0.13544169,0.56129014,1.409312955970559,True,0.20377807,0.6579560935497284,0.22710055,True,0.04038215,0.001521676,7.6470933,8.549857,0.028848052,6.0756,-0.23237829,1.8021073,-0.0021971762,0.029504333,17912.7,0.35546082,0.53007203
Adarb1,ENSMUSG00000020262,10,77418270,77290726,-,False,,,-0.0001,0.029826902,0.2494914,0.15296953114276804,True,0.44832784,-0.19252121448516846,0.80177045,False,0.0010774545,0.004741939,0.44832784,1.2472398,0.0,1.0,0.5,0.24161927,0.0,0.008971727,11273.457,-32.554756,-5.864052
Polr2e,ENSMUSG00000004667,10,80039795,80035949,-,False,,,0.1155,1.8998822,0.5355744,0.10288905176359436,True,0.00071989617,0.03412562608718872,0.005938751,False,1.9192705,0.00044273367,0.00071989617,168.38557,0.0,1.0,0.5,9.161035,0.0,16.069738,22596.72,-3.2347507,-4.9372444
Mbd3,ENSMUSG00000035478,10,80399550,80392539,-,False,,,0.1016,1.5347898,0.41022995,0.20603987234443844,True,0.0020143357,0.0032663345336914062,0.013835636,False,0.7219496,0.0013822378,0.002014336,72.27712,0.0,1.0,0.5,6.8827763,0.0,9.355423,16933.574,-8.187738,-8.228058
Tcf3,ENSMUSG00000020167,10,80433647,80409514,-,False,,,-0.0038,0.79006755,0.27216375,0.07771415477595003,True,0.042973667,-0.0692359209060669,0.10577069,False,0.09241867,0.010194632,0.04297367,9.454414,0.0,1.0,0.5,2.4155924,0.0,1.4621453,5611.6274,-9.489088,-10.362711
Hmg20b,ENSMUSG00000020232,10,81350480,81346048,-,False,,,0.0016,0.12087577,0.2206942,0.036935827019126684,True,1.860802,-2.40212345123291,1.2926515,False,0.0051534623,0.075769365,1.860802,0.7736037,0.0,1.0,0.5,0.5090404,0.0,0.40077293,-39731.582,-23.892824,-69.002846
Nfyb,ENSMUSG00000020248,10,82764144,82748701,-,False,,,-0.0146,0.6908193,0.26340738,0.02505986737549262,True,0.002360298,-0.007177591323852539,0.029230407,False,0.053445935,0.0005884484,0.0023602978,34.21095,0.0,1.0,0.5,2.0651884,0.0,0.8178346,21655.145,-12.74453,-9.827933
Hsp90b1,ENSMUSG00000020048,10,86705509,86690209,-,False,,,0.0206,1.8504505,1.1462362,1.7026361672742156,True,0.0061297393,0.15333491563796997,0.014777636,False,4.6649933,0.005839958,0.006129739,67.66982,0.0,1.0,0.5,14.494355,0.0,43.567112,8225.031,-12.932233,-6.886316
Utp20,ENSMUSG00000004356,10,88826804,88746607,-,False,,,0.0024,0.2728434,0.23529306,0.09575961157292281,True,0.4695301,-0.37284374237060547,0.49664775,False,0.01749307,0.03769352,0.46953008,2.0134995,0.0,1.0,0.5,1.0428252,0.0,0.15301491,2154.837,-19.61016,-5.3105454
Apaf1,ENSMUSG00000019979,10,91082770,90989311,-,False,,,-0.0232,0.02984275,0.28158453,0.2822837127471619,True,0.4720027,-0.433418869972229,0.8743198,False,0.0009133816,0.007847028,0.47200269,1.1437463,0.0,1.0,0.5,0.25212982,0.0,0.012632352,8731.106,-47.622044,-11.7189865
Elk3,ENSMUSG00000008398,10,93311135,93247414,-,False,,,0.0529,0.024275439,0.4151476,0.8204548180426576,True,0.2549947,0.6277035772800446,0.30721906,True,0.00797747,0.0006803364,0.3409826,3.329337,-0.34806862,0.17896608,-0.94126195,0.5637159,0.06678777,0.0072082086,21863.139,0.02243638,0.116621196
Snrpf,ENSMUSG00000020018,10,93589706,93583029,-,False,,,-0.1031,2.4404962,0.65817595,0.13841361050255602,True,0.01579729,-0.2429889440536499,0.03424161,False,2.9029388,0.052078728,0.015797291,29.204235,0.0,1.0,0.5,15.538165,0.0,92.067314,-4689.899,-3.6039987,-18.126516
Gm15915,ENSMUSG00000085723,10,93683322,93674218,-,False,,,0.0226,0.22522305,0.83004177,2.492204772123859,True,0.019826636,0.09166145324707031,0.054636106,True,0.0544355,0.0001927491,0.016890626,396.14014,-0.5929649,5.6505036,0.49242902,1.0802121,0.00709343,0.06457031,28052.469,0.22497076,0.08102721
Plxnc1,ENSMUSG00000074785,10,94944835,94790866,-,False,,,0.0247,0.039199,0.3032679,0.36965337590190034,True,0.67071235,0.2613533139228821,0.8816033,True,0.0014949047,0.0009834378,4.7097325,3.3947992,-0.06302227,0.41955498,-1.388818,0.49468613,0.03147651,0.0012653202,20054.889,0.5061718,0.5821744
Nudt4,ENSMUSG00000020029,10,95564146,95547007,-,True,0.0186136327154603,0.4214658,-0.0813,1.1115735,0.4932242,0.837773275141693,True,0.008704884,0.1201319694519043,0.02843491,False,1.0465574,0.005490345,0.008704883,35.168037,0.0,1.0,0.5,5.9661665,0.0,8.634246,10282.9375,-19.620977,-11.226589
Rab21,ENSMUSG00000020132,10,115315594,115287084,-,False,,,0.0005,0.09696941,0.23333864,0.0878845820915427,True,0.12329556,-0.05550849437713623,0.2855091,False,0.0059648454,0.004731772,0.12329555,3.5025153,0.0,1.0,0.5,0.6258802,0.0,0.06263704,11957.193,-42.65137,-9.50756
Lgr5,ENSMUSG00000020140,10,115587780,115450311,-,False,,,0.0094,0.024714667,0.40619522,0.7843826330462681,True,1.3057733,0.6167621314525604,1.5384128,True,0.0031621945,0.007403168,1.9448137,1.2097906,-0.16470222,0.20082663,-1.420986,0.41868463,0.12874956,0.0031280369,10148.564,0.19695204,0.20567149
Rab3ip,ENSMUSG00000064181,10,116950769,116905784,-,False,,,0.0459,0.3562209,0.28085098,0.3054568155689612,True,0.048012003,-0.15676093101501465,0.11950363,False,0.03915596,0.0054402826,0.048012,8.367947,0.0,1.0,0.5,1.5182362,0.0,0.5026285,10092.826,-20.631815,-8.9214525
Mdm2,ENSMUSG00000020184,10,117710758,117688875,-,False,,,-0.0516,0.40118283,0.41628933,1.1416549957852575,True,0.16008641,-0.011121273040771484,0.28786454,False,0.025558233,0.047458787,0.16008642,3.4738562,0.0,1.0,0.5,2.0179257,0.0,0.63404,505.19434,-66.79284,-19.160368
Rap1b,ENSMUSG00000052681,10,117846035,117813871,-,False,,,0.0223,1.9376868,1.4186642,2.7501447436536184,True,0.010065839,0.2131374478340149,0.018324073,True,3.2797701,0.0017905287,3.3060088,247.7186,-0.0058429902,0.54914314,-0.8224917,16.790243,0.017380316,5.3328066,17114.043,0.49567926,0.17999297
Hmga2,ENSMUSG00000056758,10,120476469,120361275,-,False,,,0.0572,0.26098114,0.8992987,2.7712646576236057,True,0.12501964,0.6546556949615479,0.16257533,True,0.08582091,0.0033806395,9.110484,22.269274,0.04328566,9.913625,-0.09804799,3.6978652,-0.001579024,0.12790562,13995.273,0.64673924,0.47770822
Rassf3,ENSMUSG00000025795,10,121476347,121410350,-,False,,,0.008,0.052773636,0.2545663,0.17341810532016025,True,0.24075112,-0.29169535636901855,0.4456975,False,0.0024899542,0.004349507,0.24075115,2.2436743,0.0,1.0,0.5,0.38934717,0.0,0.022076262,12718.137,-35.99659,-6.6030135
Srgap1,ENSMUSG00000020121,10,122047315,121780991,-,False,,,0.0179,0.0114674345,0.44958276,0.9592057777834243,True,0.9535904,0.29506272077560425,1.2291998,True,0.0013004391,0.001619762,2.4393067,2.5805461,-0.23138542,0.102073975,-1.3343396,0.3527229,0.052691944,0.0010720284,17606.14,0.021983981,0.19370252
Tmem5,ENSMUSG00000034620,10,122097371,122078114,-,False,,,0.0237,0.3049432,0.2729737,0.24758768703616815,True,0.02866507,0.012462019920349121,0.106902264,True,0.014254405,0.0003068017,2.0234945,35.22989,0.07310844,0.5596997,-1.0835726,1.2511588,0.0047945348,0.026846275,25771.402,0.48173654,0.024128497
Mbd6,ENSMUSG00000025409,10,127289018,127281956,-,False,,,0.0018,0.03177043,0.23157085,0.08076157682698558,True,0.48734626,-0.4400811195373535,0.8716172,False,0.00089047104,0.007063397,0.48734626,1.1472926,0.0,1.0,0.5,0.24628258,0.0,0.011700713,9110.581,-45.358482,-11.221048
Rbms2,ENSMUSG00000040043,10,128180297,128131558,-,False,,,0.0441,0.24171214,0.3137027,0.4116987646656686,True,0.087179594,0.13905948400497437,0.1433807,True,0.016663829,0.00077702734,3.6507065,28.033978,-0.036283772,1.0271715,-0.6937853,1.478274,0.018683176,0.037796814,21210.988,0.6280571,0.15817219
Nabp2,ENSMUSG00000025374,10,128411492,128401395,-,False,,,0.0739,0.982999,0.3219426,0.03500671142176907,True,0.0055133947,0.02411574125289917,0.02658311,False,0.2434516,0.0011771277,0.0055133943,37.61787,0.0,1.0,0.5,3.3178117,0.0,2.2808022,17360.639,-6.5116735,-5.765939
