Regulator	Target	SINGE_Score
AFF1	ID2	0.00501
GLI1	TCF7L2	0.005
HNF1B	JUN	0.005
ID3	TAX1BP3	0.00497
ID2	SALL4	0.00496
BMP2	MTF2	0.00495
SMAD7	ID3	0.00494
GLI1	KLF2	0.00494
SATB2	BHLHE40	0.00494
POU4F2	TFCP2L1	0.00493
GLI1	KLF10	0.00493
REST	KLF4	0.00493
KLF4	SOX7	0.00493
REST	SNAI1	0.00492
SMAD7	ELF3	0.00492
HNF1B	SNAI1	0.00492
RHOX6	ID2	0.00492
SNAI1	MYCN	0.00491
JUN	KLF10	0.00491
ZFP428	UTF1	0.0049
MSX2	ID2	0.0049
HNRNPK	DNMT3L	0.00489
TCF7L2	TFCP2L1	0.00489
ID2	TEAD4	0.00487
SOX17	SOX7	0.00486
L3MBTL3	KLF6	0.00486
ZFP428	ETV5	0.00484
JUN	ELF2	0.00483
L3MBTL3	SOX7	0.00483
TCF7L2	UTF1	0.00481
DDIT3	FOXQ1	0.00481
BHLHE40	CARHSP1	0.0048
AFF1	PARP1	0.0048
GLI1	XBP1	0.0048
POU4F2	MSC	0.00479
JUN	RBPJ	0.00479
TET2	FOXQ1	0.00478
POU5F1	ID3	0.00477
SNAI1	BHLHE40	0.00476
GLI1	BMYC	0.00476
L3MBTL3	ID1	0.00475
BHLHE40	PHB	0.00473
SALL4	HMGA1	0.00472
TAX1BP3	POU5F1	0.00472
SMAD7	KLF6	0.00472
CREB3	XBP1	0.00471
JUN	SATB2	0.00471
MYCN	DNMT3B	0.0047
SOX17	SALL4	0.00468
PURB	PEG3	0.00467
SMAD7	NFIL3	0.00466
POU4F2	FOXH1	0.00466
MSX2	XBP1	0.00466
NANOG	KLF2	0.00463
TET2	ELF3	0.00462
BHLHE40	SOX17	0.00462
ID2	DNMT3B	0.00461
TET2	EPAS1	0.0046
TGIF1	TAX1BP3	0.00459
MSX2	POU5F1	0.00459
HNRNPK	JARID2	0.00457
JUN	ERF	0.00457
SMAD7	TCF7L2	0.00457
PURB	GATA4	0.00456
KLF4	DNMT3L	0.00454
RARG	DNMT3A	0.00453
BMP2	PEG3	0.00453
AFF1	PEG3	0.00452
TET2	GATA6	0.00452
PEG3	DNMT3L	0.00452
SNAI1	JUN	0.0045
SOX17	PURB	0.0045
BMP2	TRP53	0.00449
BMYC	CARHSP1	0.00447
EGR1	HMGA1	0.00446
EGR1	ESRRB	0.00446
ETS1	MYCN	0.00446
TEAD4	SOX7	0.00445
SMAD7	FOXQ1	0.00445
BMP2	CARHSP1	0.00444
ELF2	DNMT3L	0.00444
MSX2	GATA6	0.00443
BMP2	PARP1	0.00443
HNF1B	CREB3L2	0.00442
SATB2	SNAI1	0.00441
AFF1	ID1	0.00441
SOX7	DNMT3L	0.0044
RARG	HNRNPK	0.00439
DDIT3	DNMT3A	0.00437
SATB2	DDIT3	0.00437
SMAD7	JARID2	0.00436
BHLHE40	CREB3	0.00436
GATA6	ID3	0.00433
SATB2	CREB3L2	0.00432
HOPX	TRP53	0.00432
HNRNPK	SOX17	0.00431
SMAD7	ID1	0.00429
L3MBTL3	CREB3	0.00429
RARG	ZBTB10	0.00428
REST	MYCN	0.00427
TCF7L2	PEG3	0.00424
HOPX	FOXQ1	0.00424
RHOX6	GATA4	0.00424
RHOX6	HOPX	0.00424
TBX3	UTF1	0.00423
HNRNPK	EPAS1	0.00423
EPAS1	UTF1	0.00423
BHLHE40	ID1	0.00423
DDIT3	ESRRB	0.00422
BHLHE40	TCF7L2	0.00421
JUN	ZFP462	0.00419
HOPX	DNMT3B	0.00419
RARG	SALL4	0.00418
SMAD7	SIX1	0.00418
ZFHX3	MYCN	0.00417
BHLHE40	L3MBTL3	0.00417
HNRNPK	ESRRB	0.00415
RHOX6	BMP2	0.00415
GLI1	ZFP57	0.00415
HOPX	MYCN	0.00415
SIX1	ID2	0.00415
HNRNPK	TFCP2L1	0.00414
TFEB	HOPX	0.00414
TGIF1	HMGA1	0.00412
ID1	TCF15	0.00411
HNRNPK	KLF6	0.0041
BHLHE40	DNMT3B	0.0041
BMYC	ELF3	0.00409
AFF1	PURB	0.00409
BMP2	FOXA2	0.00409
DNMT3B	EPAS1	0.00408
RHOX6	PEG3	0.00408
ZFP57	DNMT3L	0.00407
BMP2	MYCN	0.00407
HOPX	ID2	0.00406
ZBTB10	DNMT3L	0.00406
SATB2	MYCN	0.00406
ZFP428	HNRNPK	0.00406
KLF6	POU5F1	0.00405
KDM5B	DNMT3L	0.00405
BMP2	BMYC	0.00405
PURB	POU5F1	0.00403
ZFP428	FOXQ1	0.00403
AFF1	CARHSP1	0.00403
ZFP428	ID1	0.00403
RARG	ZFP42	0.00402
SMAD7	TEAD4	0.00402
RUNX1	MYCN	0.00402
HMGA2	HMGA1	0.00401
SMAD7	DNMT3A	0.004
DNMT3A	ID2	0.004
TFEB	KLF4	0.00399
PEG3	GATA4	0.00399
TFEB	PARP1	0.00399
BMYC	ID1	0.00399
JUN	ZBTB10	0.00399
EGR1	DNMT3B	0.00399
SATB2	RUNX1	0.00399
PURB	DNMT3A	0.00399
PEG3	POU5F1	0.00397
SMAD7	TFCP2L1	0.00397
JUN	REST	0.00397
ZFP532	RUNX1	0.00396
ERF	FOXQ1	0.00396
TFEB	FOXQ1	0.00395
TEAD4	DNMT3L	0.00395
EPAS1	TBX3	0.00395
HMGA1	EPAS1	0.00393
RARG	ELF3	0.00392
HOPX	DDIT3	0.00392
SMAD7	GATA4	0.00392
RHOX6	KLF4	0.00391
RARG	UTF1	0.0039
GATA6	RBPJ	0.00389
ZFP428	DNMT3B	0.00389
MSX2	NFXL1	0.00388
BHLHE40	HMGA1	0.00388
RARG	KLF4	0.00388
TET2	KLF6	0.00386
BMYC	XBP1	0.00384
SNAI1	KLF6	0.00383
SOX17	CREB3L2	0.00383
SNAI1	UTF1	0.00383
SMAD7	BHLHE40	0.00382
HNRNPK	SNAI1	0.00381
BHLHE40	NFXL1	0.00381
NFIL3	GATA4	0.0038
AFF1	SALL4	0.00379
TFEB	MYCN	0.00378
EPAS1	ID3	0.00378
JUN	RUNX1	0.00377
ZFP710	SOX7	0.00376
PEG3	JUN	0.00375
PEG3	SNAI1	0.00374
BMYC	KLF4	0.00374
REST	EPAS1	0.00374
MSX2	DNMT3B	0.00374
ZFP532	SOX17	0.00373
JUN	ZC3H7A	0.00373
HMGA2	PEG3	0.00372
SMAD7	ESRRB	0.00372
BMYC	SALL4	0.00372
ID2	GATA6	0.00371
TET2	DNMT3B	0.00371
TCF7L2	PURB	0.00371
NFXL1	EPAS1	0.0037
TFEB	BMP2	0.0037
ZFP42	GATA4	0.00368
EGR1	SOX17	0.00368
RARG	JARID2	0.00366
NFIL3	ELF3	0.00366
KLF4	SALL4	0.00366
SMAD7	REST	0.00365
ZFP462	GATA4	0.00365
SOX17	TEAD4	0.00365
JUN	TFEB	0.00365
HOPX	TAX1BP3	0.00365
ELF2	JUN	0.00364
ID2	ELF3	0.00363
TFEB	ID2	0.00362
SIX1	RHOX6	0.00361
ZBTB44	DNMT3B	0.00361
PURB	TEAD4	0.00361
PURB	GATA6	0.00361
GLI1	SATB2	0.00361
ZFP428	HNF1B	0.00361
REST	ID1	0.00359
RHOX6	TEAD4	0.00357
BMYC	DDIT3	0.00356
RARG	CARHSP1	0.00356
JUN	HNRNPK	0.00356
KLF2	DNMT3A	0.00355
FOXA2	POU5F1	0.00355
ETS1	GATA4	0.00354
PURB	SALL4	0.00354
ZFP462	XBP1	0.00353
GLI1	TRP53	0.00353
RHOX6	XBP1	0.00352
JUN	TFCP2L1	0.00351
AFF1	DNMT3B	0.00351
REST	NFXL1	0.00351
L3MBTL3	MTF2	0.0035
ZFP428	DNMT3A	0.0035
HNRNPK	KDM5B	0.00349
GLI1	GATA6	0.00349
BMP2	GATA4	0.00348
BHLHE40	PURB	0.00348
JUN	ZFP57	0.00348
RARG	NFIL3	0.00348
SMAD7	RBPJ	0.00347
SALL4	TFCP2L1	0.00347
NR0B1	CREB3	0.00347
TFEB	ELF3	0.00346
NFIL3	KLF4	0.00346
RARG	DDIT3	0.00346
PURB	DNMT3L	0.00345
TET2	FOXA2	0.00345
ZFP532	SOX7	0.00344
RHOX6	FOXQ1	0.00344
ZFP710	DNMT3L	0.00342
TCF7L2	KLF6	0.00341
SATB2	BMP2	0.0034
SOX7	UTF1	0.0034
ZFP57	DNMT3B	0.0034
SATB2	TCF7L2	0.00338
DDIT3	ELF3	0.00338
RHOX6	RUNX1	0.00338
ID2	L3MBTL3	0.00337
SATB2	NFXL1	0.00335
SMAD7	PARP1	0.00335
ZFP428	NFXL1	0.00334
TCF7L2	POU5F1	0.00333
HOPX	WHSC1	0.00333
GLI1	ZBTB44	0.00333
AFF1	ID3	0.00333
NANOG	RARG	0.00332
ID1	ESRRB	0.00332
GLI1	ZFP462	0.00331
SMAD7	NFXL1	0.00331
RHOX6	TCF7L2	0.0033
TAX1BP3	ID1	0.0033
ID2	DNMT3A	0.0033
BMP2	GATA6	0.0033
L3MBTL3	RHOX6	0.00329
KLF2	MSC	0.00329
GLI1	FOXH1	0.00329
ZFP532	NFXL1	0.00329
DDIT3	BMP2	0.00329
HMGA2	SOX7	0.00328
SMAD7	PEG3	0.00328
ZFHX3	EPAS1	0.00328
ZFP532	ID2	0.00327
GLI1	TET1	0.00327
FOXA2	HOPX	0.00327
TGIF1	UTF1	0.00326
SATB2	KLF6	0.00326
SIX1	NFXL1	0.00326
WHSC1	CREB3L2	0.00326
PARP1	DNMT3L	0.00325
GLI1	HMGA2	0.00325
MSX2	PHB	0.00324
TFEB	KDM5B	0.00324
ZFP710	EPAS1	0.00324
DDIT3	ID1	0.00322
SNAI1	POU5F1	0.00322
ZFP710	GATA4	0.00322
SOX17	ELF2	0.00322
ZC3H7A	DNMT3A	0.00322
TCF7L2	ID2	0.00322
SATB2	NFIL3	0.00321
MSX2	CREB3L2	0.00321
KLF10	ID3	0.00321
HOPX	SNAI1	0.00321
EGR1	POU5F1	0.00321
MSX2	CARHSP1	0.0032
HNRNPK	NR0B1	0.0032
TFEB	SOX17	0.0032
DDIT3	PEG3	0.0032
KLF10	ID2	0.00319
GLI1	CREB3	0.00319
L3MBTL3	GATA6	0.00319
JUN	ZFP42	0.00318
SATB2	XBP1	0.00318
TFEB	RBPJ	0.00317
ZBTB44	TFEB	0.00317
JUN	MSX2	0.00317
KLF2	DDIT3	0.00316
SMAD7	BMP2	0.00316
ZFP57	KLF6	0.00316
ZBTB10	GATA4	0.00316
SMAD7	XBP1	0.00315
BMYC	WHSC1	0.00314
JUN	HOPX	0.00314
DDIT3	SALL4	0.00313
ZFP428	DNMT3L	0.00313
BMP2	HNF1B	0.00313
HMGA2	TFCP2L1	0.00312
HOPX	HNRNPK	0.00312
ID2	FOXQ1	0.00311
BMP2	JUN	0.00309
GATA6	DNMT3L	0.00309
KLF2	MYCN	0.00309
WHSC1	FOXQ1	0.00309
BMP2	ZFP42	0.00309
RHOX6	CREB3L2	0.00308
DDIT3	SNAI1	0.00308
TET2	GATA4	0.00308
BMYC	DNMT3A	0.00308
MSX2	UTF1	0.00308
ZC3H7A	UTF1	0.00308
HOPX	ZFHX3	0.00307
RHOX6	HNRNPK	0.00307
BMYC	TEAD4	0.00307
ID3	FOXQ1	0.00307
TCF7L2	HMGA1	0.00307
ZC3H7A	EPAS1	0.00306
GLI1	RHOX6	0.00306
SMAD7	SOX17	0.00306
KDM5B	HNF1B	0.00305
GATA4	ID2	0.00305
RHOX6	TBX3	0.00305
RARG	MSC	0.00304
BCL3	ELF3	0.00304
ZFP428	KDM5B	0.00304
DDIT3	SOX17	0.00303
CREB3	SNAI1	0.00303
SIX1	FOXQ1	0.00302
EGR1	MYCN	0.00302
TGIF1	ID2	0.00302
ELF2	HMGA1	0.00301
RHOX6	ZFP462	0.00301
SMAD7	DDIT3	0.00301
BCL3	ID3	0.00299
ZBTB44	ID3	0.00299
BMP2	PHB	0.00299
HNF1B	DNMT3L	0.00298
GLI1	JUN	0.00298
SATB2	ESRRB	0.00298
ETV4	UTF1	0.00297
HMGA2	EPAS1	0.00297
MSX2	HMGA1	0.00297
AFF1	ESRRB	0.00296
EGR1	KLF4	0.00296
TFEB	KLF6	0.00296
SOX17	KLF4	0.00295
FOXA2	TEAD4	0.00295
ZFP462	DNMT3A	0.00294
DDIT3	TBX3	0.00294
EGR1	HOPX	0.00294
ID2	PURB	0.00293
WHSC1	UTF1	0.00292
POU5F1	ELF3	0.00292
RARG	SOX7	0.00292
BMYC	DNMT3B	0.00291
SMAD7	NR0B1	0.00291
RHOX6	PARP1	0.00291
ZBTB10	PEG3	0.0029
ZFP428	RHOX6	0.0029
BMYC	PHB	0.0029
TGIF1	CARHSP1	0.00289
SMAD7	RUNX1	0.00289
BHLHE40	POU5F1	0.00288
SMAD7	FOXA2	0.00288
RARG	SOX17	0.00288
ETS1	KLF10	0.00287
SOX7	ID2	0.00287
TCF7L2	HNF1B	0.00287
ZBTB10	MYCN	0.00286
PURB	FOXA2	0.00286
GLI1	ETV5	0.00286
RARG	CREB3L2	0.00285
RARG	TBX3	0.00285
TET2	KLF4	0.00285
ZFP296	SNAI1	0.00285
SOX2	KLF4	0.00284
ELF3	KLF4	0.00284
ZFP57	PEG3	0.00283
ZFP428	ID2	0.00283
GLI1	MSX2	0.00283
ZFP462	SOX17	0.00282
ZFP296	HMGA1	0.00281
DDIT3	CREB3	0.00281
SALL4	PEG3	0.0028
HOPX	PURB	0.0028
RBPJ	KLF4	0.00279
ZBTB10	TCF15	0.00278
TFEB	DNMT3A	0.00277
TRP53	FOXQ1	0.00277
SATB2	ID3	0.00276
KLF6	DNMT3A	0.00275
ZFP428	REST	0.00275
ID2	TBX3	0.00275
TFEB	ID1	0.00274
SATB2	PHB	0.00274
BMYC	PEG3	0.00273
BMYC	FOXA2	0.00273
SATB2	ELF3	0.00273
BMYC	RERE	0.00273
TET2	TBX3	0.00272
ZFP428	TCF15	0.00272
SALL4	SOX7	0.00272
SMAD7	SNAI1	0.00272
TFEB	SIX1	0.00271
ZBTB44	HMGA1	0.00271
ETS1	TCF7L2	0.00271
SNAI1	XBP1	0.00271
ETV4	MSC	0.0027
TET2	PEG3	0.0027
ZFP462	POU5F1	0.0027
ZFP462	DDIT3	0.00269
BMYC	ZFP462	0.00269
ZFP57	JARID2	0.00269
RHOX6	TAX1BP3	0.00268
KLF4	SNAI1	0.00267
ZFP57	ID3	0.00267
RARG	NR0B1	0.00267
ETV4	BMP2	0.00267
SATB2	KLF4	0.00267
FOXA2	UTF1	0.00266
SMAD7	WHSC1	0.00266
RHOX6	ZBTB10	0.00265
BHLHE40	HNF1B	0.00265
ZFP428	MSC	0.00264
JUN	SMAD7	0.00263
KLF4	UTF1	0.00262
HNRNPK	CREB3	0.00262
SALL4	NR0B1	0.00262
ZFP428	SOX7	0.00261
GATA6	SOX7	0.00261
MSX2	FOXA2	0.00261
L3MBTL3	PURB	0.0026
RERE	POU5F1	0.0026
SMAD7	GATA6	0.0026
JUN	EGR1	0.0026
HOPX	ELF2	0.00259
ID2	WHSC1	0.00259
MYBL2	PEG3	0.00259
ELF2	UTF1	0.00258
TET2	ID3	0.00258
ZFP57	DNMT3A	0.00258
SNAI1	FOXQ1	0.00258
BHLHE40	SNAI1	0.00258
BMP2	ZFP57	0.00257
TET2	UTF1	0.00257
HNRNPK	MYCN	0.00257
RHOX6	HNF1B	0.00257
DNMT3A	GATA4	0.00256
BCL3	UTF1	0.00256
TCF7L2	JARID2	0.00256
L3MBTL3	TBX3	0.00256
L3MBTL3	DNMT3B	0.00255
KDM5B	ID3	0.00255
MSX2	KLF6	0.00255
BCL3	SOX7	0.00255
HOPX	ERF	0.00255
SATB2	JARID2	0.00255
REST	KLF6	0.00255
BMP2	EGR1	0.00254
RARG	POU5F1	0.00254
SOX17	FOXA2	0.00253
ZFP462	FOXA2	0.00253
RARG	RERE	0.00252
TFEB	NR0B1	0.00252
JUN	MTF2	0.00252
TCF7L2	CARHSP1	0.00251
SOX2	TFEB	0.00251
HOPX	TEAD4	0.00251
RARG	BCL3	0.00251
BMYC	JARID2	0.00251
KLF10	DNMT3A	0.0025
BMP2	NFXL1	0.0025
ID2	HMGA1	0.0025
ZBTB44	EPAS1	0.0025
RBPJ	SALL4	0.00249
HOPX	UTF1	0.00249
SATB2	PARP1	0.00249
TEAD4	DDIT3	0.00249
PURB	MYCN	0.00249
ID3	KLF6	0.00249
PARP1	ID1	0.00248
ZFP57	SALL4	0.00248
GLI1	PURB	0.00248
HOPX	ETS1	0.00247
TET2	CREB3L2	0.00247
KLF4	KDM5B	0.00246
RARG	HNF1B	0.00246
RERE	SALL4	0.00246
ZFP428	ESRRB	0.00245
BMYC	TRP53	0.00245
ZFP296	ID1	0.00245
EPAS1	HMGA1	0.00245
RARG	BHLHE40	0.00245
SNAI1	ID2	0.00244
AFF1	SIX1	0.00244
TCF7L2	GATA6	0.00244
BMYC	PARP1	0.00243
EGR1	RUNX1	0.00243
ZFP296	DNMT3A	0.00243
TGIF1	HNF1B	0.00243
ZFP532	ZFP462	0.00243
RBPJ	EPAS1	0.00243
JUN	SIX1	0.00242
RARG	MYCN	0.00242
JUN	TGIF1	0.00241
FOXA2	DNMT3L	0.00241
L3MBTL3	CARHSP1	0.00241
SATB2	JUN	0.00241
TFEB	KLF10	0.00241
ZFP296	ELF3	0.0024
REST	DDIT3	0.0024
KDM5B	DNMT3B	0.0024
GLI1	SNAI1	0.00239
ETS1	DNMT3B	0.00239
TFEB	EGR1	0.00239
FOXA2	NFXL1	0.00239
RHOX6	PHB	0.00239
TBX3	ESRRB	0.00239
ZBTB10	DNMT3A	0.00239
ETS1	ID3	0.00239
HOPX	ZBTB10	0.00238
TGIF1	SALL4	0.00238
GLI1	ZFP710	0.00238
L3MBTL3	ZBTB44	0.00238
MSX2	PARP1	0.00238
SOX17	PEG3	0.00238
NFIL3	DNMT3L	0.00238
BMYC	L3MBTL3	0.00238
KLF3	UTF1	0.00237
DNMT3A	EPAS1	0.00237
ERF	GATA4	0.00236
ID3	MYCN	0.00236
BMYC	HMGA1	0.00235
ZFP462	TEAD4	0.00235
AFF1	FOXA2	0.00235
RHOX6	CARHSP1	0.00234
ID1	SOX7	0.00234
HMGA1	ELF3	0.00234
PEG3	XBP1	0.00234
ZFP532	SNAI1	0.00233
GLI2	POU4F2	0.00233
SATB2	CREB3	0.00233
ZBTB10	ID3	0.00233
KLF2	TAX1BP3	0.00232
MSX2	JUN	0.00232
SOX17	CREB3	0.00231
SMAD7	HOPX	0.00231
DDIT3	GATA4	0.00231
SMAD7	TCF15	0.00231
ZBTB10	HMGA1	0.0023
SATB2	PEG3	0.0023
EGR1	JARID2	0.00229
ZC3H7A	SOX7	0.00229
AFF1	TAX1BP3	0.00229
SNAI1	ID3	0.00229
DDIT3	CARHSP1	0.00229
SOX17	SNAI1	0.00229
ZFP428	PARP1	0.00228
KLF10	UTF1	0.00228
TFEB	DDIT3	0.00228
SATB2	HNF1B	0.00228
SOX2	MYCN	0.00227
ZFP428	KLF4	0.00227
ID3	GATA4	0.00227
HOPX	RERE	0.00227
PURB	TAX1BP3	0.00226
TFEB	ERF	0.00226
BMYC	RHOX6	0.00226
POU5F1	DNMT3L	0.00225
BMP2	ELF3	0.00225
ZFP462	HNRNPK	0.00225
ELF2	SNAI1	0.00224
HOPX	L3MBTL3	0.00224
RARG	SIX1	0.00224
BHLHE40	BMYC	0.00224
RARG	ID2	0.00224
BHLHE40	TRP53	0.00224
ZFP532	PARP1	0.00224
TCF7L2	GATA4	0.00224
FOXA2	KLF6	0.00223
HNF1B	RHOX6	0.00223
RUNX1	POU5F1	0.00222
HNF1B	MSX2	0.00221
ZFP57	RUNX1	0.00221
BMP2	HMGA1	0.00221
BCL3	FOXQ1	0.00221
BMP2	DNMT3B	0.00221
ZFP57	ID2	0.00221
RHOX6	ERF	0.0022
ZFP428	BHLHE40	0.0022
DNMT3L	UTF1	0.0022
ZFP710	GATA6	0.0022
ZFP57	SOX17	0.0022
ZFP462	RUNX1	0.00219
ZFP428	ZFP462	0.00219
RARG	EGR1	0.00219
ZBTB44	DNMT3L	0.00219
BHLHE40	FOXQ1	0.00219
DDIT3	XBP1	0.00219
ETV4	ID1	0.00218
SMAD7	EGR1	0.00218
EPAS1	ZBTB10	0.00218
ZFHX3	DDIT3	0.00217
REST	BHLHE40	0.00217
HNF1B	ZBTB10	0.00217
TFEB	XBP1	0.00217
KLF3	RHOX6	0.00217
GLI1	ZFHX3	0.00217
PURB	UTF1	0.00217
ZFP462	GATA6	0.00217
KDM5B	BHLHE40	0.00216
ERF	KLF4	0.00216
SNAI1	TEAD4	0.00216
SATB2	HMGA2	0.00216
AFF1	SOX7	0.00215
ETS1	ID1	0.00214
RARG	PEG3	0.00214
BMYC	TBX3	0.00214
BMYC	NFXL1	0.00214
RHOX6	SMAD7	0.00214
AFF1	ELF3	0.00214
ID1	GATA4	0.00213
HNRNPK	HOPX	0.00213
BMP2	ZBTB10	0.00213
TCF7L2	ERF	0.00213
ERF	SOX7	0.00213
ETS1	DNMT3A	0.00213
BMYC	POU5F1	0.00212
TET2	BMYC	0.00212
PURB	KLF4	0.00212
SNAI1	GATA4	0.00212
HOPX	MTF2	0.00212
HOPX	HNF1B	0.00211
MTF2	MYCN	0.00211
TFEB	HNRNPK	0.00211
POU4F2	SOX2	0.00211
NFIL3	FOXQ1	0.00211
SMAD7	RHOX6	0.0021
EGR1	KLF6	0.0021
JARID2	NFXL1	0.0021
MSC	BMP2	0.0021
SMAD7	ZFP462	0.0021
RHOX6	KDM5B	0.00209
TFEB	TAX1BP3	0.00209
SMAD7	CARHSP1	0.00209
GLI1	SOX2	0.00209
ID3	SALL4	0.00209
RHOX6	DNMT3A	0.00208
BMP2	TGIF1	0.00208
AFF1	HMGA1	0.00208
DNMT3L	RHOX6	0.00208
TCF7L2	ID1	0.00208
RHOX6	CREB3	0.00208
SMAD7	KLF3	0.00208
EGR1	PEG3	0.00207
PURB	ID2	0.00206
TFEB	GATA4	0.00206
TFEB	TCF7L2	0.00206
ZFP428	SIX1	0.00206
EGR1	PARP1	0.00206
HMGA2	L3MBTL3	0.00205
ZBTB44	ID2	0.00205
ZFP296	BHLHE40	0.00205
FOXA2	SALL4	0.00204
SATB2	CARHSP1	0.00204
FOXA2	PURB	0.00204
ZC3H7A	GATA4	0.00204
ETS1	ID2	0.00204
TCF7L2	DNMT3B	0.00203
HOPX	KLF6	0.00203
RARG	TFCP2L1	0.00203
ETS1	NFIL3	0.00203
ZFP710	XBP1	0.00203
SALL4	PARP1	0.00203
BMP2	SMAD7	0.00203
RARG	DNMT3B	0.00203
TFEB	ID3	0.00202
ZFP462	BHLHE40	0.00202
PURB	NR0B1	0.00202
TCF7L2	BHLHE40	0.00202
HMGA2	DNMT3B	0.00202
RHOX6	KLF10	0.00201
HMGA2	BHLHE40	0.00201
ZFP296	UTF1	0.002
TET2	PURB	0.002
HNF1B	ETS1	0.002
DNMT3B	KLF4	0.002
MSC	TAX1BP3	0.00199
WHSC1	GATA4	0.00199
RERE	TBX3	0.00199
BMP2	RERE	0.00199
NFIL3	WHSC1	0.00198
DDIT3	PARP1	0.00198
REST	RHOX6	0.00198
EGR1	BMP2	0.00198
GLI1	MYBL2	0.00197
SATB2	ETS1	0.00197
TFEB	CARHSP1	0.00197
KLF2	POU5F1	0.00197
AFF1	SMAD7	0.00197
SOX17	TCF7L2	0.00197
SMAD7	JUN	0.00197
KLF3	SOX7	0.00197
KLF10	DNMT3B	0.00197
TRP53	ID1	0.00197
ZFP296	MYCN	0.00197
TET2	HNF1B	0.00196
ETS1	KDM5B	0.00196
SNAI1	DNMT3B	0.00196
TBX3	DNMT3A	0.00196
ELF2	EPAS1	0.00196
HOPX	JUN	0.00195
ID2	ID1	0.00195
TFEB	BCL3	0.00195
HMGA2	HOPX	0.00195
HMGA1	TAX1BP3	0.00195
RHOX6	JUN	0.00195
POU5F1	CREB3	0.00194
ETV4	SOX7	0.00194
BMP2	KLF4	0.00194
MSC	UTF1	0.00194
DDIT3	NFXL1	0.00194
REST	POU5F1	0.00194
ZFP462	TBX3	0.00194
FOXA2	XBP1	0.00194
BMYC	CREB3	0.00193
HOPX	TCF15	0.00193
AFF1	NFIL3	0.00193
ZFP428	TEAD4	0.00193
DDIT3	TCF7L2	0.00193
HNRNPK	HNF1B	0.00192
TET2	HMGA1	0.00192
WHSC1	POU5F1	0.00192
TET2	CARHSP1	0.00192
MTF2	GATA6	0.00192
GATA4	PEG3	0.00192
KLF4	MYCN	0.00191
ZFP462	ZBTB10	0.00191
TET2	NR0B1	0.00191
TGIF1	DNMT3B	0.00191
ZFP428	DDIT3	0.0019
RARG	PHB	0.0019
BCL3	ID2	0.0019
SMAD7	CREB3L2	0.0019
L3MBTL3	BHLHE40	0.0019
BHLHE40	BMP2	0.00189
PURB	SNAI1	0.00189
RARG	PARP1	0.00189
EGR1	ID1	0.00189
ETS1	ELF3	0.00189
TET2	PARP1	0.00189
ZFP462	WHSC1	0.00189
RUNX1	DNMT3A	0.00189
SATB2	TBX3	0.00189
RUNX1	ID2	0.00189
TGIF1	PARP1	0.00188
RHOX6	ELF3	0.00188
L3MBTL3	XBP1	0.00188
RARG	BMP2	0.00187
SATB2	ID2	0.00187
BMYC	NFIL3	0.00187
PARP1	DNMT3B	0.00187
SMAD7	RERE	0.00187
ZFP428	RBPJ	0.00187
BCL3	KLF4	0.00187
BMYC	SNAI1	0.00186
AFF1	DNMT3A	0.00186
ID2	ID3	0.00186
ZFP532	JUN	0.00186
ETV4	JARID2	0.00186
ETS1	PHB	0.00186
RARG	PURB	0.00186
FOXA2	ETV5	0.00186
KLF10	ELF3	0.00186
CREB3	DNMT3B	0.00186
HNRNPK	TCF15	0.00185
TFEB	ETV5	0.00185
ZFP462	PEG3	0.00185
ID3	POU5F1	0.00185
ZFP532	MYCN	0.00185
BHLHE40	TBX3	0.00185
SMAD7	ERF	0.00184
ETV4	EPAS1	0.00184
TGIF1	TFEB	0.00184
BHLHE40	DDIT3	0.00184
WHSC1	TAX1BP3	0.00184
RARG	ERF	0.00184
ELF2	DNMT3B	0.00184
TET2	BHLHE40	0.00184
HOPX	CREB3L2	0.00184
ZFP462	JARID2	0.00184
AFF1	GATA4	0.00184
BHLHE40	RUNX1	0.00183
TEAD4	HMGA1	0.00183
L3MBTL3	JUN	0.00183
RARG	TCF15	0.00183
RARG	SMAD7	0.00183
TFEB	ESRRB	0.00183
PEG3	ELF3	0.00183
MSX2	TAX1BP3	0.00183
TCF7L2	RHOX6	0.00182
SALL4	DNMT3A	0.00182
NFXL1	NFIL3	0.00182
SATB2	DNMT3A	0.00182
GLI1	TFEB	0.00182
TBX3	JARID2	0.00182
REST	SATB2	0.00182
BMP2	BHLHE40	0.00182
ZFP532	FOXQ1	0.00181
BCL3	NFIL3	0.00181
DDIT3	DNMT3B	0.00181
JUN	ZFP296	0.0018
MTF2	CREB3	0.0018
FOXA2	HMGA1	0.0018
HMGA1	SOX7	0.0018
SOX17	DNMT3L	0.00179
HNRNPK	FOXQ1	0.00179
KLF2	RBPJ	0.00179
HOPX	TCF7L2	0.00179
AFF1	BHLHE40	0.00178
ZFP296	SOX17	0.00178
KLF10	RHOX6	0.00178
TFEB	RUNX1	0.00178
L3MBTL3	PARP1	0.00178
ID1	MYCN	0.00178
BMP2	HOPX	0.00177
REST	ZC3H7A	0.00177
RARG	MTF2	0.00177
SOX17	ETS1	0.00177
ZFP296	ESRRB	0.00177
SNAI1	RHOX6	0.00177
DDIT3	KLF4	0.00177
NFIL3	TCF7L2	0.00176
RARG	ZFP296	0.00176
TFCP2L1	CREB3L2	0.00176
PARP1	KLF6	0.00176
